Dateoil,Cushing..OK.WTI.Spot.Price.FOB..Dollars.per.Barrel.,COMEX,Date,CopperCOMEX
2021-10-13,80.67,NA,NA,NA
2021-10-14,81.43,NA,NA,NA
2021-10-15,82.39,NA,NA,NA
2021-10-18,82.62,NA,NA,NA
2021-10-19,83.19,NA,NA,NA
2021-10-20,84.4,NA,NA,NA
2021-10-21,82.64,NA,NA,NA
2021-10-22,84.53,NA,NA,NA
2021-10-25,84.64,NA,NA,NA
2021-10-26,85.64,NA,NA,NA
2021-10-27,82.66,NA,NA,NA
2021-10-28,82.78,NA,NA,NA
2021-10-29,83.5,NA,NA,NA
2021-11-01,84.08,NA,NA,NA
2021-11-02,83.91,NA,NA,NA
2021-11-03,80.82,NA,NA,NA
2021-11-04,78.88,NA,NA,NA
2021-11-05,81.25,NA,NA,NA
2021-11-08,81.96,NA,NA,NA
2021-11-09,84.12,NA,NA,NA
2021-11-10,81.23,NA,NA,NA
2021-11-11,81.47,NA,NA,NA
2021-11-12,80.87,NA,NA,NA
2021-11-15,80.85,NA,NA,NA
2021-11-16,80.76,NA,NA,NA
2021-11-17,78.32,NA,NA,NA
2021-11-18,78.92,NA,NA,NA
2021-11-19,76.11,NA,NA,NA
2021-11-22,76.74,NA,NA,NA
2021-11-23,78.32,NA,NA,NA
2021-11-24,78.32,NA,NA,NA
2021-11-25,NA,NA,NA,NA
2021-11-26,NA,NA,NA,NA
2021-11-29,69.88,NA,NA,NA
2021-11-30,66.14,NA,NA,NA
2021-12-01,65.44,NA,NA,NA
2021-12-02,66.6,NA,NA,NA
2021-12-03,66.39,NA,NA,NA
2021-12-06,69.62,NA,NA,NA
2021-12-07,71.94,NA,NA,NA
2021-12-08,72.43,NA,NA,NA
2021-12-09,70.87,NA,NA,NA
2021-12-10,71.71,NA,NA,NA
2021-12-13,71.19,NA,NA,NA
2021-12-14,70.57,NA,NA,NA
2021-12-15,70.89,NA,NA,NA
2021-12-16,72.34,NA,NA,NA
2021-12-17,70.93,NA,NA,NA
2021-12-20,68.69,NA,NA,NA
2021-12-21,71.1,NA,NA,NA
2021-12-22,72.82,NA,NA,NA
2021-12-23,73.89,NA,NA,NA
2021-12-24,NA,NA,NA,NA
2021-12-27,75.49,NA,NA,NA
2021-12-28,76.01,NA,NA,NA
2021-12-29,76.58,NA,NA,NA
2021-12-30,76.83,NA,NA,NA
2021-12-31,75.33,NA,NA,NA
2022-01-03,75.99,NA,NA,NA
2022-01-04,77,NA,NA,NA
2022-01-05,77.83,NA,NA,NA
2022-01-06,79.47,NA,NA,NA
2022-01-07,79,NA,NA,NA
2022-01-10,78.11,NA,NA,NA
2022-01-11,81.17,NA,NA,NA
2022-01-12,82.51,NA,NA,NA
2022-01-13,81.97,NA,NA,NA
2022-01-14,83.82,NA,NA,NA
2022-01-17,NA,NA,NA,NA
2022-01-18,85.42,NA,NA,NA
2022-01-19,86.84,NA,NA,NA
2022-01-20,86.29,NA,NA,NA
2022-01-21,85.16,NA,NA,NA
2022-01-24,84.48,NA,NA,NA
2022-01-25,86.61,NA,NA,NA
2022-01-26,88.33,NA,NA,NA
2022-01-27,87.61,NA,NA,NA
2022-01-28,87.67,NA,NA,NA
2022-01-31,89.16,NA,NA,NA
2022-02-01,88.22,NA,NA,NA
2022-02-02,88.16,NA,NA,NA
2022-02-03,90.17,NA,NA,NA
2022-02-04,92.27,NA,NA,NA
2022-02-07,91.25,NA,NA,NA
2022-02-08,89.32,NA,NA,NA
2022-02-09,89.57,NA,NA,NA
2022-02-10,89.83,NA,NA,NA
2022-02-11,93.1,NA,NA,NA
2022-02-14,95.52,NA,NA,NA
2022-02-15,92.07,NA,NA,NA
2022-02-16,93.83,NA,NA,NA
2022-02-17,91.78,NA,NA,NA
2022-02-18,91.26,NA,NA,NA
2022-02-21,NA,NA,NA,NA
2022-02-22,92.11,NA,NA,NA
2022-02-23,92.14,NA,NA,NA
2022-02-24,92.77,NA,NA,NA
2022-02-25,91.68,NA,NA,NA
2022-02-28,96.13,NA,NA,NA
2022-03-01,103.66,NA,NA,NA
2022-03-02,110.74,NA,NA,NA
2022-03-03,107.69,NA,NA,NA
2022-03-04,115.77,NA,NA,NA
2022-03-07,119.26,NA,NA,NA
2022-03-08,123.64,NA,NA,NA
2022-03-09,108.81,NA,NA,NA
2022-03-10,105.93,NA,NA,NA
2022-03-11,109.31,NA,NA,NA
2022-03-14,103.22,NA,NA,NA
2022-03-15,96.42,NA,NA,NA
2022-03-16,94.85,NA,NA,NA
2022-03-17,102.97,NA,NA,NA
2022-03-18,104.69,NA,NA,NA
2022-03-21,112.14,NA,NA,NA
2022-03-22,111.03,NA,NA,NA
2022-03-23,114.89,NA,NA,NA
2022-03-24,114.2,NA,NA,NA
2022-03-25,116.2,NA,NA,NA
2022-03-28,107.55,NA,NA,NA
2022-03-29,104.25,NA,NA,NA
2022-03-30,107.81,NA,NA,NA
2022-03-31,100.53,NA,NA,NA
2022-04-01,99.32,NA,NA,NA
2022-04-04,103.29,NA,NA,NA
2022-04-05,101.98,NA,NA,NA
2022-04-06,96.39,NA,NA,NA
2022-04-07,96.05,NA,NA,NA
2022-04-08,98.35,NA,NA,NA
2022-04-11,94.22,NA,NA,NA
2022-04-12,100.52,NA,NA,NA
2022-04-13,104.26,NA,NA,NA
2022-04-14,106.84,NA,NA,NA
2022-04-18,108.24,NA,NA,NA
2022-04-19,102.54,NA,NA,NA
2022-04-20,102.56,NA,NA,NA
2022-04-21,103.89,NA,NA,NA
2022-04-22,102.86,NA,NA,NA
2022-04-25,99.6,NA,NA,NA
2022-04-26,102.62,NA,NA,NA
2022-04-27,101.96,NA,NA,NA
2022-04-28,105.47,NA,NA,NA
2022-04-29,104.59,NA,NA,NA
2022-05-02,105.18,NA,NA,NA
2022-05-03,102.53,NA,NA,NA
2022-05-04,107.84,NA,NA,NA
2022-05-05,108.17,NA,NA,NA
2022-05-06,109.72,NA,NA,NA
2022-05-09,103.08,NA,NA,NA
2022-05-10,99.74,NA,NA,NA
2022-05-11,105.5,NA,NA,NA
2022-05-12,106.15,NA,NA,NA
2022-05-13,110.52,NA,NA,NA
2022-05-16,114.07,NA,NA,NA
2022-05-17,112.31,NA,NA,NA
2022-05-18,109.67,NA,NA,NA
2022-05-19,112.21,NA,NA,NA
2022-05-20,112.63,NA,NA,NA
2022-05-23,110.32,NA,NA,NA
2022-05-24,112.55,NA,NA,NA
2022-05-25,112.88,NA,NA,NA
2022-05-26,116.19,NA,NA,NA
2022-05-27,114.96,NA,NA,NA
2022-05-30,NA,NA,NA,NA
2022-05-31,114.38,NA,NA,NA
2022-06-01,115.26,NA,NA,NA
2022-06-02,116.88,NA,NA,NA
2022-06-03,118.97,NA,NA,NA
2022-06-06,118.41,NA,NA,NA
2022-06-07,119.55,NA,NA,NA
2022-06-08,121.94,NA,NA,NA
2022-06-09,121.52,NA,NA,NA
2022-06-10,120.73,NA,NA,NA
2022-06-13,120.92,NA,NA,NA
2022-06-14,118.92,NA,NA,NA
2022-06-15,115.32,NA,NA,NA
2022-06-16,117.56,NA,NA,NA
2022-06-17,109.56,NA,NA,NA
2022-06-20,NA,NA,NA,NA
2022-06-21,110.49,NA,NA,NA
2022-06-22,106.22,NA,NA,NA
2022-06-23,105.75,NA,NA,NA
2022-06-24,109.07,NA,NA,NA
2022-06-27,111.44,NA,NA,NA
2022-06-28,113.66,NA,NA,NA
2022-06-29,111.65,NA,NA,NA
2022-06-30,107.76,NA,NA,NA
2022-07-01,110.3,NA,NA,NA
2022-07-04,NA,NA,NA,NA
2022-07-05,101.55,NA,NA,NA
2022-07-06,100.31,NA,NA,NA
2022-07-07,104.62,NA,NA,NA
2022-07-08,106.78,NA,NA,NA
2022-07-11,106.09,NA,NA,NA
2022-07-12,97.69,NA,NA,NA
2022-07-13,98.44,NA,NA,NA
2022-07-14,97.79,NA,NA,NA
2022-07-15,99.59,NA,NA,NA
2022-07-18,104.48,NA,NA,NA
2022-07-19,106.12,NA,NA,NA
2022-07-20,104.45,NA,NA,NA
2022-07-21,98.44,NA,NA,NA
2022-07-22,97.71,NA,NA,NA
2022-07-25,99.83,NA,NA,NA
2022-07-26,97.74,NA,NA,NA
2022-07-27,100.03,NA,NA,NA
2022-07-28,99.11,NA,NA,NA
2022-07-29,101.31,NA,NA,NA
2022-08-01,96.59,NA,NA,NA
2022-08-02,97.14,NA,NA,NA
2022-08-03,93.25,NA,NA,NA
2022-08-04,91.29,NA,NA,NA
2022-08-05,91.77,NA,NA,NA
2022-08-08,93.52,NA,NA,NA
2022-08-09,93.18,NA,NA,NA
2022-08-10,94.68,NA,NA,NA
2022-08-11,97.02,NA,NA,NA
2022-08-12,94.86,NA,NA,NA
2022-08-15,92.24,NA,NA,NA
2022-08-16,89.23,NA,NA,NA
2022-08-17,90.85,NA,NA,NA
2022-08-18,93.2,NA,NA,NA
2022-08-19,93.55,NA,NA,NA
2022-08-22,93.42,NA,NA,NA
2022-08-23,96.46,NA,NA,NA
2022-08-24,95.52,NA,NA,NA
2022-08-25,93.33,NA,NA,NA
2022-08-26,93.63,NA,NA,NA
2022-08-29,97.4,NA,NA,NA
2022-08-30,92.08,NA,NA,NA
2022-08-31,90.09,NA,NA,NA
2022-09-01,87.09,NA,NA,NA
2022-09-02,87.29,NA,NA,NA
2022-09-05,NA,NA,NA,NA
2022-09-06,87.35,NA,NA,NA
2022-09-07,82.5,NA,NA,NA
2022-09-08,84.04,NA,NA,NA
2022-09-09,87.27,NA,NA,NA
2022-09-12,88.18,NA,NA,NA
2022-09-13,87.84,NA,NA,NA
2022-09-14,88.88,NA,NA,NA
2022-09-15,85.72,NA,NA,NA
2022-09-16,85.57,NA,NA,NA
2022-09-19,86.15,NA,NA,NA
2022-09-20,84.69,NA,NA,NA
2022-09-21,83.38,NA,NA,NA
2022-09-22,84.02,NA,NA,NA
2022-09-23,79.07,NA,NA,NA
2022-09-26,77.17,NA,NA,NA
2022-09-27,78.91,NA,NA,NA
2022-09-28,82.61,NA,NA,NA
2022-09-29,81.78,NA,NA,NA
2022-09-30,79.91,NA,NA,NA
2022-10-03,84.05,NA,NA,NA
2022-10-04,86.87,NA,NA,NA
2022-10-05,88.22,NA,NA,NA
2022-10-06,88.9,NA,NA,NA
2022-10-07,93.07,NA,NA,NA
2022-10-10,91.6,NA,NA,NA
2022-10-11,89.75,NA,NA,NA
2022-10-12,87.83,NA,NA,NA
2022-10-13,89.59,NA,NA,NA
2022-10-14,86.1,NA,NA,NA
2022-10-17,86,NA,NA,NA
2022-10-18,83.29,NA,NA,NA
2022-10-19,86,NA,NA,NA
2022-10-20,86.02,NA,NA,NA
2022-10-21,85.47,NA,NA,NA
2022-10-24,86.12,NA,NA,NA
2022-10-25,86.93,NA,NA,NA
2022-10-26,89.39,NA,NA,NA
2022-10-27,89.06,NA,NA,NA
2022-10-28,87.85,NA,NA,NA
2022-10-31,86.54,NA,NA,NA
2022-11-01,88.36,NA,NA,NA
2022-11-02,90.06,NA,NA,NA
2022-11-03,88.14,NA,NA,NA
2022-11-04,92.58,NA,NA,NA
2022-11-07,91.8,NA,NA,NA
2022-11-08,88.8,NA,NA,NA
2022-11-09,85.79,NA,NA,NA
2022-11-10,86.52,NA,NA,NA
2022-11-11,89.14,NA,NA,NA
2022-11-14,85.85,NA,NA,NA
2022-11-15,86.87,NA,NA,NA
2022-11-16,85.62,NA,NA,NA
2022-11-17,81.69,NA,NA,NA
2022-11-18,80.07,NA,NA,NA
2022-11-21,79.74,NA,NA,NA
2022-11-22,80.83,NA,NA,NA
2022-11-23,77.93,NA,NA,NA
2022-11-24,NA,NA,NA,NA
2022-11-25,76.45,NA,NA,NA
2022-11-28,77.1,NA,NA,NA
2022-11-29,77.96,NA,NA,NA
2022-11-30,80.48,NA,NA,NA
2022-12-01,81.06,NA,NA,NA
2022-12-02,79.86,NA,NA,NA
2022-12-05,76.83,NA,NA,NA
2022-12-06,74.21,NA,NA,NA
2022-12-07,71.93,NA,NA,NA
2022-12-08,71.3,NA,NA,NA
2022-12-09,71.05,NA,NA,NA
2022-12-12,72.96,NA,NA,NA
2022-12-13,75.44,NA,NA,NA
2022-12-14,77.14,NA,NA,NA
2022-12-15,75.89,NA,NA,NA
2022-12-16,74.19,NA,NA,NA
2022-12-19,75.05,NA,NA,NA
2022-12-20,75.92,NA,NA,NA
2022-12-21,78.17,NA,NA,NA
2022-12-22,77.68,NA,NA,NA
2022-12-23,79.57,NA,NA,NA
2022-12-27,79.45,NA,NA,NA
2022-12-28,78.89,NA,NA,NA
2022-12-29,78.43,NA,NA,NA
2022-12-30,80.16,NA,NA,NA
2023-01-03,76.87,NA,NA,NA
2023-01-04,72.82,NA,NA,NA
2023-01-05,73.61,NA,NA,NA
2023-01-06,73.77,NA,NA,NA
2023-01-09,74.69,NA,NA,NA
2023-01-10,75.11,NA,NA,NA
2023-01-11,77.46,NA,NA,NA
2023-01-12,78.32,NA,NA,NA
2023-01-13,79.9,NA,NA,NA
2023-01-16,NA,NA,NA,NA
2023-01-17,80.25,NA,NA,NA
2023-01-18,79.53,NA,NA,NA
2023-01-19,80.31,NA,NA,NA
2023-01-20,81.27,NA,NA,NA
2023-01-23,81.62,NA,NA,NA
2023-01-24,79.86,NA,NA,NA
2023-01-25,79.78,NA,NA,NA
2023-01-26,80.64,NA,NA,NA
2023-01-27,79.73,NA,NA,NA
2023-01-30,77.97,NA,NA,NA
2023-01-31,78.95,NA,NA,NA
2023-02-01,76.34,NA,NA,NA
2023-02-02,75.87,NA,NA,NA
2023-02-03,73.4,NA,NA,NA
2023-02-06,74.11,NA,NA,NA
2023-02-07,77.17,NA,NA,NA
2023-02-08,78.47,NA,NA,NA
2023-02-09,78.04,NA,NA,NA
2023-02-10,79.74,NA,NA,NA
2023-02-13,80.14,NA,NA,NA
2023-02-14,79.08,NA,NA,NA
2023-02-15,78.57,NA,NA,NA
2023-02-16,78.45,NA,NA,NA
2023-02-17,76.31,NA,NA,NA
2023-02-20,NA,NA,NA,NA
2023-02-21,76.28,NA,NA,NA
2023-02-22,73.95,NA,NA,NA
2023-02-23,75.26,NA,NA,NA
2023-02-24,76.19,NA,NA,NA
2023-02-27,75.57,NA,NA,NA
2023-02-28,76.88,NA,NA,NA
2023-03-01,77.57,NA,NA,NA
2023-03-02,78.05,NA,NA,NA
2023-03-03,79.62,NA,NA,NA
2023-03-06,80.39,NA,NA,NA
2023-03-07,77.45,NA,NA,NA
2023-03-08,76.56,NA,NA,NA
2023-03-09,75.6,NA,NA,NA
2023-03-10,76.55,NA,NA,NA
2023-03-13,74.68,NA,NA,NA
2023-03-14,71.18,NA,NA,NA
2023-03-15,67.38,NA,NA,NA
2023-03-16,68.15,NA,NA,NA
2023-03-17,66.61,NA,NA,NA
2023-03-20,67.56,NA,NA,NA
2023-03-21,69.4,NA,NA,NA
2023-03-22,70.71,NA,NA,NA
2023-03-23,69.77,NA,NA,NA
2023-03-24,69.22,NA,NA,NA
2023-03-27,72.87,NA,NA,NA
2023-03-28,73.12,NA,NA,NA
2023-03-29,72.95,NA,NA,NA
2023-03-30,74.32,NA,NA,NA
2023-03-31,75.68,NA,NA,NA
2023-04-03,80.4,NA,NA,NA
2023-04-04,80.7,NA,NA,NA
2023-04-05,80.69,NA,NA,NA
2023-04-06,80.7,NA,NA,NA
2023-04-10,79.79,NA,NA,NA
2023-04-11,81.54,NA,NA,NA
2023-04-12,83.26,NA,NA,NA
2023-04-13,82.16,NA,NA,NA
2023-04-14,82.58,NA,NA,NA
2023-04-17,80.93,NA,NA,NA
2023-04-18,80.85,NA,NA,NA
2023-04-19,79.18,NA,NA,NA
2023-04-20,77.27,NA,NA,NA
2023-04-21,77.86,NA,NA,NA
2023-04-24,78.64,NA,NA,NA
2023-04-25,77.05,NA,NA,NA
2023-04-26,74.33,NA,NA,NA
2023-04-27,74.77,NA,NA,NA
2023-04-28,76.78,NA,NA,NA
2023-05-01,75.65,NA,NA,NA
2023-05-02,71.71,NA,NA,NA
2023-05-03,68.62,NA,NA,NA
2023-05-04,68.52,NA,NA,NA
2023-05-05,71.32,NA,NA,NA
2023-05-08,73.13,NA,NA,NA
2023-05-09,73.68,NA,NA,NA
2023-05-10,72.53,NA,NA,NA
2023-05-11,70.81,NA,NA,NA
2023-05-12,70.02,NA,NA,NA
2023-05-15,71.07,NA,NA,NA
2023-05-16,70.85,NA,NA,NA
2023-05-17,72.78,NA,NA,NA
2023-05-18,71.82,NA,NA,NA
2023-05-19,71.57,NA,NA,NA
2023-05-22,71.81,NA,NA,NA
2023-05-23,72.87,NA,NA,NA
2023-05-24,74.37,NA,NA,NA
2023-05-25,71.68,NA,NA,NA
2023-05-26,72.35,NA,NA,NA
2023-05-30,69.45,NA,NA,NA
2023-05-31,68.11,NA,NA,NA
2023-06-01,70.09,NA,NA,NA
2023-06-02,71.76,NA,NA,NA
2023-06-05,72.14,NA,NA,NA
2023-06-06,71.71,NA,NA,NA
2023-06-07,72.52,NA,NA,NA
2023-06-08,71.28,NA,NA,NA
2023-06-09,70.16,NA,NA,NA
2023-06-12,67.08,NA,NA,NA
2023-06-13,69.39,NA,NA,NA
2023-06-14,68.22,NA,NA,NA
2023-06-15,70.61,NA,NA,NA
2023-06-16,71.81,NA,NA,NA
2023-06-19,NA,NA,NA,NA
2023-06-20,70.94,NA,NA,NA
2023-06-21,72.55,NA,NA,NA
2023-06-22,69.22,NA,NA,NA
2023-06-23,68.91,NA,NA,NA
2023-06-26,69.09,NA,NA,NA
2023-06-27,67.68,NA,NA,NA
2023-06-28,69.54,NA,NA,NA
2023-06-29,69.85,NA,NA,NA
2023-06-30,70.66,NA,NA,NA
2023-07-03,69.71,NA,NA,NA
2023-07-04,NA,NA,NA,NA
2023-07-05,71.78,NA,NA,NA
2023-07-06,71.76,NA,NA,NA
2023-07-07,73.91,NA,NA,NA
2023-07-10,73.05,NA,NA,NA
2023-07-11,74.87,NA,NA,NA
2023-07-12,75.77,NA,NA,NA
2023-07-13,76.86,NA,NA,NA
2023-07-14,75.44,NA,NA,NA
2023-07-17,74.17,NA,NA,NA
2023-07-18,75.76,NA,NA,NA
2023-07-19,75.4,NA,NA,NA
2023-07-20,75.65,NA,NA,NA
2023-07-21,77.06,NA,NA,NA
2023-07-24,78.81,NA,NA,NA
2023-07-25,79.76,NA,NA,NA
2023-07-26,79.11,NA,NA,NA
2023-07-27,80.17,NA,NA,NA
2023-07-28,80.55,NA,NA,NA
2023-07-31,81.8,NA,NA,NA
2023-08-01,81.37,NA,NA,NA
2023-08-02,79.5,NA,NA,NA
2023-08-03,81.56,NA,NA,NA
2023-08-04,82.76,NA,NA,NA
2023-08-07,81.94,NA,NA,NA
2023-08-08,82.94,NA,NA,NA
2023-08-09,84.35,NA,NA,NA
2023-08-10,82.81,NA,NA,NA
2023-08-11,83.17,NA,NA,NA
2023-08-14,82.5,NA,NA,NA
2023-08-15,81.06,NA,NA,NA
2023-08-16,79.4,NA,NA,NA
2023-08-17,80.43,NA,NA,NA
2023-08-18,81.25,NA,NA,NA
2023-08-21,80.71,NA,NA,NA
2023-08-22,80.25,NA,NA,NA
2023-08-23,78.91,NA,NA,NA
2023-08-24,79.52,NA,NA,NA
2023-08-25,80.47,NA,NA,NA
2023-08-28,80.65,NA,NA,NA
2023-08-29,81.14,NA,NA,NA
2023-08-30,81.64,NA,NA,NA
2023-08-31,83.55,NA,NA,NA
2023-09-01,85.52,NA,NA,NA
2023-09-04,NA,NA,NA,NA
2023-09-05,86.74,NA,NA,NA
2023-09-06,87.55,NA,NA,NA
2023-09-07,86.87,NA,NA,NA
2023-09-08,87.51,NA,NA,NA
2023-09-11,87.3,NA,NA,NA
2023-09-12,88.87,NA,NA,NA
2023-09-13,88.59,NA,NA,NA
2023-09-14,90.13,NA,NA,NA
2023-09-15,90.83,NA,NA,NA
2023-09-18,91.47,NA,NA,NA
2023-09-19,91.16,NA,NA,NA
2023-09-20,89.2,NA,NA,NA
2023-09-21,89.56,NA,NA,NA
2023-09-22,90,NA,NA,NA
2023-09-25,89.68,NA,NA,NA
2023-09-26,91.43,NA,NA,NA
2023-09-27,93.67,NA,NA,NA
2023-09-28,91.65,NA,NA,NA
2023-09-29,90.77,NA,NA,NA
2023-10-02,88.81,NA,NA,NA
2023-10-03,89.26,NA,NA,NA
2023-10-04,84.32,NA,NA,NA
2023-10-05,82.3,NA,NA,NA
2023-10-06,82.83,NA,NA,NA
2023-10-09,NA,NA,NA,NA
2023-10-10,85.89,NA,NA,NA
2023-10-11,83.7,NA,NA,NA
2023-10-12,82.87,NA,NA,NA
2023-10-13,87.67,NA,NA,NA
2023-10-16,86.65,NA,NA,NA
2023-10-17,86.66,NA,NA,NA
2023-10-18,88.35,NA,NA,NA
2023-10-19,89.35,NA,NA,NA
2023-10-20,89.12,NA,NA,NA
2023-10-23,85.49,NA,NA,NA
2023-10-24,84.58,NA,NA,NA
2023-10-25,86.07,NA,NA,NA
2023-10-26,83.8,NA,NA,NA
2023-10-27,86.04,NA,NA,NA
2023-10-30,83.03,NA,NA,NA
2023-10-31,81.64,NA,NA,NA
2023-11-01,81.05,NA,NA,NA
2023-11-02,83.04,NA,NA,NA
2023-11-03,81.19,NA,NA,NA
2023-11-06,81.54,NA,NA,NA
2023-11-07,77.96,NA,NA,NA
2023-11-08,75.85,NA,NA,NA
2023-11-09,76.34,NA,NA,NA
2023-11-10,NA,NA,NA,NA
2023-11-13,78.86,NA,NA,NA
2023-11-14,78.9,NA,NA,NA
2023-11-15,77.15,NA,NA,NA
2023-11-16,73.5,NA,NA,NA
2023-11-17,76.47,NA,NA,NA
2023-11-20,78.1,NA,NA,NA
2023-11-21,78.35,NA,NA,NA
2023-11-22,76.8,NA,NA,NA
2023-11-23,NA,NA,NA,NA
2023-11-24,74.83,NA,NA,NA
2023-11-27,74.46,NA,NA,NA
2023-11-28,76.09,NA,NA,NA
2023-11-29,77.56,NA,NA,NA
2023-11-30,75.66,NA,NA,NA
2023-12-01,73.7,NA,NA,NA
2023-12-04,72.73,NA,NA,NA
2023-12-05,71.95,NA,NA,NA
2023-12-06,68.98,NA,NA,NA
2023-12-07,69,NA,NA,NA
2023-12-08,70.87,NA,NA,NA
2023-12-11,70.95,NA,NA,NA
2023-12-12,68.27,NA,NA,NA
2023-12-13,69.09,NA,NA,NA
2023-12-14,71.21,NA,NA,NA
2023-12-15,71.05,NA,NA,NA
2023-12-18,72.16,NA,NA,NA
2023-12-19,73.23,NA,NA,NA
2023-12-20,73.87,NA,NA,NA
2023-12-21,73.59,NA,NA,NA
2023-12-22,73.29,NA,NA,NA
2023-12-26,75.84,NA,NA,NA
2023-12-27,74.31,NA,NA,NA
2023-12-28,72.02,NA,NA,NA
2023-12-29,71.89,NA,NA,NA
2024-01-02,70.62,NA,NA,NA
2024-01-03,72.97,NA,NA,NA
2024-01-04,72.38,NA,NA,NA
2024-01-05,74,NA,NA,NA
2024-01-08,71.06,NA,NA,NA
2024-01-09,72.43,NA,NA,NA
2024-01-10,71.57,NA,NA,NA
2024-01-11,72.15,NA,NA,NA
2024-01-12,72.94,NA,NA,NA
2024-01-15,NA,NA,NA,NA
2024-01-16,72.63,NA,NA,NA
2024-01-17,72.79,NA,NA,NA
2024-01-18,74.32,NA,NA,NA
2024-01-19,73.69,NA,NA,NA
2024-01-22,75.26,NA,NA,NA
2024-01-23,74.72,NA,NA,NA
2024-01-24,75.48,NA,NA,NA
2024-01-25,77.91,NA,NA,NA
2024-01-26,78.45,NA,NA,NA
2024-01-29,77.25,NA,NA,NA
2024-01-30,78.3,NA,NA,NA
2024-01-31,76.28,NA,NA,NA
2024-02-01,74.36,NA,NA,NA
2024-02-02,72.72,NA,NA,NA
2024-02-05,73.21,NA,NA,NA
2024-02-06,73.83,NA,NA,NA
2024-02-07,74.26,NA,NA,NA
2024-02-08,76.67,NA,NA,NA
2024-02-09,77.26,NA,NA,NA
2024-02-12,77.34,NA,NA,NA
2024-02-13,78.28,NA,NA,NA
2024-02-14,77.09,NA,NA,NA
2024-02-15,78.47,NA,NA,NA
2024-02-16,79.65,NA,NA,NA
2024-02-19,NA,NA,NA,NA
2024-02-20,78.72,NA,NA,NA
2024-02-21,78.89,NA,NA,NA
2024-02-22,79.64,NA,NA,NA
2024-02-23,77.6,NA,NA,NA
2024-02-26,78.53,NA,NA,NA
2024-02-27,79.8,NA,NA,NA
2024-02-28,79.44,NA,NA,NA
2024-02-29,79.22,NA,NA,NA
2024-03-01,80.9,NA,NA,NA
2024-03-04,79.67,NA,NA,NA
