"Date,""Price"",""Open"",""High"",""Low"",""Vol."",""Change %"""
"01/08/2019,""4.6698"",""4.6609"",""4.6766"",""4.6592"",""9.69K"",""0.20%"""
"01/07/2019,""4.6605"",""4.6593"",""4.6713"",""4.6569"",""8.88K"",""-0.01%"""
"01/04/2019,""4.6609"",""4.6609"",""4.6693"",""4.6504"",""196.64K"",""-0.03%"""
"01/03/2019,""4.6623"",""4.6588"",""4.6744"",""4.6528"",""12.38K"",""0.09%"""
"01/02/2019,""4.6582"",""4.6568"",""4.6654"",""4.6524"",""10.00K"",""0.04%"""
"01/01/2019,""4.6564"",""4.6540"",""4.6731"",""4.6080"",""4.28K"",""0.01%"""
"12/31/2018,""4.6558"",""4.6632"",""4.6690"",""4.6522"","""",""-0.14%"""
"12/28/2018,""4.6624"",""4.6560"",""4.6687"",""4.6534"","""",""0.12%"""
"12/27/2018,""4.6570"",""4.6438"",""4.6618"",""4.6375"","""",""0.28%"""
"12/26/2018,""4.6439"",""4.6330"",""4.6532"",""4.6291"","""",""0.25%"""
"12/25/2018,""4.6323"",""4.6425"",""4.6504"",""4.6316"","""",""-0.25%"""
"12/24/2018,""4.6438"",""4.6360"",""4.6504"",""4.6289"","""",""0.13%"""
"12/21/2018,""4.6378"",""4.6352"",""4.6551"",""4.6297"","""",""0.06%"""
"12/20/2018,""4.6348"",""4.6586"",""4.6646"",""4.6213"","""",""-0.53%"""
"12/19/2018,""4.6593"",""4.6452"",""4.6696"",""4.6406"","""",""0.32%"""
"12/18/2018,""4.6444"",""4.6490"",""4.6552"",""4.6405"","""",""-0.11%"""
"12/17/2018,""4.6494"",""4.6567"",""4.6625"",""4.6424"","""",""-0.17%"""
"12/14/2018,""4.6571"",""4.6529"",""4.6621"",""4.6456"","""",""0.07%"""
"12/13/2018,""4.6537"",""4.6528"",""4.6621"",""4.6467"","""",""0.03%"""
"12/12/2018,""4.6523"",""4.6560"",""4.6645"",""4.6490"","""",""-0.08%"""
"12/11/2018,""4.6562"",""4.6509"",""4.6597"",""4.6453"","""",""0.06%"""
"12/10/2018,""4.6532"",""4.6502"",""4.6711"",""4.6413"","""",""0.25%"""
"12/07/2018,""4.6417"",""4.6524"",""4.6558"",""4.6410"","""",""-0.22%"""
"12/06/2018,""4.6518"",""4.6555"",""4.6598"",""4.6489"","""",""-0.06%"""
"12/05/2018,""4.6546"",""4.6509"",""4.6600"",""4.6486"","""",""0.04%"""
"12/04/2018,""4.6528"",""4.6471"",""4.6570"",""4.6466"","""",""0.12%"""
"12/03/2018,""4.6471"",""4.6524"",""4.6750"",""4.6443"","""",""-0.14%"""
"11/30/2018,""4.6535"",""4.6601"",""4.6642"",""4.6493"","""",""-0.11%"""
"11/29/2018,""4.6587"",""4.6392"",""4.6668"",""4.6377"","""",""0.44%"""
"11/28/2018,""4.6384"",""4.6547"",""4.6660"",""4.6357"","""",""-0.34%"""
"11/27/2018,""4.6541"",""4.6594"",""4.6647"",""4.6518"","""",""-0.14%"""
"11/26/2018,""4.6605"",""4.6602"",""4.6667"",""4.6539"","""",""0.02%"""
"11/23/2018,""4.6595"",""4.6608"",""4.6643"",""4.6525"","""",""-0.02%"""
"11/22/2018,""4.6606"",""4.6621"",""4.6678"",""4.6523"","""",""-0.03%"""
"11/21/2018,""4.6621"",""4.6645"",""4.6727"",""4.6556"","""",""-0.06%"""
"11/20/2018,""4.6647"",""4.6658"",""4.6711"",""4.6623"","""",""-0.03%"""
"11/19/2018,""4.6659"",""4.6613"",""4.6711"",""4.6585"","""",""-0.02%"""
"11/16/2018,""4.6666"",""4.6639"",""4.6699"",""4.6608"","""",""0.09%"""
"11/15/2018,""4.6626"",""4.6599"",""4.6703"",""4.6529"","""",""0.08%"""
"11/14/2018,""4.6589"",""4.6589"",""4.6677"",""4.6555"","""",""-0.01%"""
"11/13/2018,""4.6593"",""4.6562"",""4.6653"",""4.6539"","""",""0.08%"""
"11/12/2018,""4.6555"",""4.6558"",""4.6616"",""4.6479"","""",""-0.06%"""
"11/09/2018,""4.6581"",""4.6566"",""4.6647"",""4.6537"","""",""0.03%"""
"11/08/2018,""4.6569"",""4.6607"",""4.6672"",""4.6521"","""",""-0.09%"""
"11/07/2018,""4.6611"",""4.6624"",""4.6722"",""4.6574"","""",""-0.01%"""
"11/06/2018,""4.6617"",""4.6612"",""4.6685"",""4.6554"","""",""0.02%"""
"11/05/2018,""4.6609"",""4.6616"",""4.6682"",""4.6558"","""",""0.04%"""
"11/02/2018,""4.6589"",""4.6636"",""4.6677"",""4.6556"","""",""-0.10%"""
"11/01/2018,""4.6634"",""4.6631"",""4.6687"",""4.6606"","""",""0.00%"""
"10/31/2018,""4.6635"",""4.6666"",""4.6707"",""4.6597"","""",""-0.02%"""
"10/30/2018,""4.6644"",""4.6669"",""4.6717"",""4.6621"","""",""-0.06%"""
"10/29/2018,""4.6673"",""4.6614"",""4.6702"",""4.6553"","""",""0.12%"""
"10/26/2018,""4.6617"",""4.6623"",""4.6671"",""4.6571"","""",""0.00%"""
"10/25/2018,""4.6616"",""4.6601"",""4.6691"",""4.6560"","""",""0.03%"""
"10/24/2018,""4.6603"",""4.6643"",""4.6675"",""4.6523"","""",""-0.10%"""
"10/23/2018,""4.6651"",""4.6665"",""4.6721"",""4.6627"","""",""-0.03%"""
"10/22/2018,""4.6665"",""4.6650"",""4.6716"",""4.6635"","""",""-0.03%"""
"10/19/2018,""4.6678"",""4.6699"",""4.6753"",""4.6640"","""",""-0.06%"""
"10/18/2018,""4.6704"",""4.6662"",""4.6797"",""4.6634"","""",""0.09%"""
"10/17/2018,""4.6662"",""4.6670"",""4.6715"",""4.6626"","""",""0.00%"""
"10/16/2018,""4.6663"",""4.6642"",""4.6720"",""4.6600"","""",""0.06%"""
"10/15/2018,""4.6636"",""4.6642"",""4.6719"",""4.6574"","""",""-0.06%"""
"10/12/2018,""4.6662"",""4.6658"",""4.6699"",""4.6558"","""",""0.02%"""
"10/11/2018,""4.6654"",""4.6663"",""4.6750"",""4.6625"","""",""-0.03%"""
"10/10/2018,""4.6670"",""4.6606"",""4.6695"",""4.6559"","""",""0.14%"""
"10/09/2018,""4.6605"",""4.6687"",""4.6733"",""4.6594"","""",""-0.18%"""
"10/08/2018,""4.6688"",""4.6721"",""4.6781"",""4.6640"","""",""-0.08%"""
"10/05/2018,""4.6726"",""4.6719"",""4.6833"",""4.6642"","""",""0.01%"""
"10/04/2018,""4.6720"",""4.6653"",""4.6773"",""4.6620"","""",""0.14%"""
"10/03/2018,""4.6654"",""4.6681"",""4.6787"",""4.6588"","""",""-0.04%"""
"10/02/2018,""4.6675"",""4.6647"",""4.6741"",""4.6615"","""",""0.07%"""
"10/01/2018,""4.6643"",""4.6548"",""4.6699"",""4.6466"","""",""0.20%"""
"09/28/2018,""4.6550"",""4.6624"",""4.6692"",""4.6464"","""",""-0.16%"""
"09/27/2018,""4.6624"",""4.6597"",""4.6732"",""4.6537"","""",""0.06%"""
"09/26/2018,""4.6595"",""4.6573"",""4.6686"",""4.6483"","""",""-0.01%"""
"09/25/2018,""4.6601"",""4.6562"",""4.6661"",""4.6534"","""",""0.06%"""
"09/24/2018,""4.6573"",""4.6548"",""4.6623"",""4.6490"","""",""0.06%"""
"09/21/2018,""4.6547"",""4.6543"",""4.6620"",""4.6505"","""",""0.02%"""
"09/20/2018,""4.6540"",""4.6501"",""4.6601"",""4.6453"","""",""0.07%"""
"09/19/2018,""4.6507"",""4.6457"",""4.6570"",""4.6428"","""",""0.08%"""
"09/18/2018,""4.6472"",""4.6455"",""4.6563"",""4.6414"","""",""0.04%"""
"09/17/2018,""4.6452"",""4.6390"",""4.6488"",""4.6362"","""",""0.08%"""
"09/14/2018,""4.6414"",""4.6406"",""4.6523"",""4.6331"","""",""0.03%"""
"09/13/2018,""4.6402"",""4.6355"",""4.6497"",""4.6312"","""",""0.11%"""
"09/12/2018,""4.6353"",""4.6317"",""4.6454"",""4.6269"","""",""0.05%"""
"09/11/2018,""4.6331"",""4.6269"",""4.6364"",""4.6224"","""",""0.12%"""
"09/10/2018,""4.6275"",""4.6417"",""4.6441"",""4.6250"","""",""-0.25%"""
"09/07/2018,""4.6391"",""4.6394"",""4.6459"",""4.6303"","""",""0.00%"""
"09/06/2018,""4.6389"",""4.6351"",""4.6442"",""4.6342"","""",""0.08%"""
"09/05/2018,""4.6354"",""4.6289"",""4.6436"",""4.6269"","""",""0.14%"""
"09/04/2018,""4.6290"",""4.6317"",""4.6379"",""4.6244"","""",""-0.06%"""
"09/03/2018,""4.6317"",""4.6371"",""4.6433"",""4.6277"","""",""-0.19%"""
"08/31/2018,""4.6403"",""4.6484"",""4.6536"",""4.6285"","""",""-0.16%"""
"08/30/2018,""4.6479"",""4.6303"",""4.6541"",""4.6259"","""",""0.38%"""
"08/29/2018,""4.6305"",""4.6430"",""4.6521"",""4.6259"","""",""-0.28%"""
"08/28/2018,""4.6433"",""4.6456"",""4.6513"",""4.6402"","""",""-0.06%"""
"08/27/2018,""4.6463"",""4.6396"",""4.6487"",""4.6335"","""",""0.20%"""
"08/24/2018,""4.6369"",""4.6336"",""4.6498"",""4.6323"","""",""0.08%"""
"08/23/2018,""4.6334"",""4.6442"",""4.6531"",""4.6303"","""",""-0.25%"""
"08/22/2018,""4.6452"",""4.6435"",""4.6549"",""4.6391"","""",""0.03%"""
"08/21/2018,""4.6437"",""4.6470"",""4.6615"",""4.6394"","""",""-0.08%"""
"08/20/2018,""4.6473"",""4.6575"",""4.6593"",""4.6460"","""",""-0.14%"""
"08/17/2018,""4.6540"",""4.6571"",""4.6626"",""4.6513"","""",""-0.06%"""
"08/16/2018,""4.6570"",""4.6657"",""4.6696"",""4.6547"","""",""-0.18%"""
"08/15/2018,""4.6655"",""4.6555"",""4.6708"",""4.6502"","""",""0.21%"""
"08/14/2018,""4.6557"",""4.6596"",""4.6628"",""4.6526"","""",""-0.08%"""
"08/13/2018,""4.6592"",""4.6463"",""4.6655"",""4.6365"","""",""0.08%"""
"08/10/2018,""4.6557"",""4.6549"",""4.6631"",""4.6432"","""",""0.02%"""
"08/09/2018,""4.6549"",""4.6401"",""4.6583"",""4.6372"","""",""0.30%"""
"08/08/2018,""4.6409"",""4.6455"",""4.6478"",""4.6365"","""",""-0.10%"""
"08/07/2018,""4.6455"",""4.6418"",""4.6541"",""4.6382"","""",""0.08%"""
"08/06/2018,""4.6416"",""4.6187"",""4.6460"",""4.6125"","""",""0.51%"""
"08/03/2018,""4.6181"",""4.6216"",""4.6266"",""4.6135"","""",""-0.06%"""
"08/02/2018,""4.6210"",""4.6195"",""4.6264"",""4.6173"","""",""0.03%"""
"08/01/2018,""4.6195"",""4.6234"",""4.6296"",""4.6165"","""",""-0.07%"""
"07/31/2018,""4.6226"",""4.6265"",""4.6319"",""4.6183"","""",""-0.07%"""
"07/30/2018,""4.6258"",""4.6250"",""4.6303"",""4.6212"","""",""0.02%"""
"07/27/2018,""4.6250"",""4.6375"",""4.6420"",""4.6190"","""",""-0.27%"""
"07/26/2018,""4.6376"",""4.6219"",""4.6397"",""4.6170"","""",""0.34%"""
"07/25/2018,""4.6219"",""4.6300"",""4.6330"",""4.6185"","""",""-0.19%"""
"07/24/2018,""4.6307"",""4.6468"",""4.6506"",""4.6270"","""",""-0.34%"""
"07/23/2018,""4.6467"",""4.6559"",""4.6600"",""4.6427"","""",""-0.14%"""
"07/20/2018,""4.6531"",""4.6537"",""4.6609"",""4.6494"","""",""0.00%"""
"07/19/2018,""4.6531"",""4.6547"",""4.6640"",""4.6482"","""",""-0.03%"""
"07/18/2018,""4.6543"",""4.6510"",""4.6600"",""4.6489"","""",""0.08%"""
"07/17/2018,""4.6508"",""4.6567"",""4.6654"",""4.6472"","""",""-0.12%"""
"07/16/2018,""4.6562"",""4.6476"",""4.6623"",""4.6464"","""",""0.10%"""
"07/13/2018,""4.6517"",""4.6577"",""4.6625"",""4.6488"","""",""-0.15%"""
"07/12/2018,""4.6589"",""4.6588"",""4.6628"",""4.6555"","""",""-0.01%"""
"07/11/2018,""4.6593"",""4.6578"",""4.6655"",""4.6544"","""",""0.05%"""
"07/10/2018,""4.6571"",""4.6584"",""4.6623"",""4.6541"","""",""-0.03%"""
"07/09/2018,""4.6584"",""4.6629"",""4.6700"",""4.6555"","""",""-0.09%"""
"07/06/2018,""4.6627"",""4.6623"",""4.6728"",""4.6555"","""",""0.00%"""
"07/05/2018,""4.6629"",""4.6630"",""4.6673"",""4.6561"","""",""0.00%"""
"07/04/2018,""4.6630"",""4.6583"",""4.6721"",""4.6550"","""",""0.11%"""
"07/03/2018,""4.6579"",""4.6622"",""4.6677"",""4.6523"","""",""-0.10%"""
"07/02/2018,""4.6624"",""4.6500"",""4.6696"",""4.6432"","""",""-0.04%"""
"06/29/2018,""4.6642"",""4.6606"",""4.6713"",""4.6559"","""",""0.10%"""
"06/28/2018,""4.6597"",""4.6547"",""4.6654"",""4.6481"","""",""0.16%"""
"06/27/2018,""4.6524"",""4.6575"",""4.6633"",""4.6487"","""",""-0.14%"""
"06/26/2018,""4.6587"",""4.6663"",""4.6731"",""4.6576"","""",""-0.18%"""
"06/25/2018,""4.6673"",""4.6617"",""4.6746"",""4.6590"","""",""0.12%"""
"06/22/2018,""4.6615"",""4.6707"",""4.6738"",""4.6565"","""",""-0.18%"""
"06/21/2018,""4.6700"",""4.6711"",""4.6814"",""4.6658"","""",""-0.03%"""
"06/20/2018,""4.6716"",""4.6702"",""4.6769"",""4.6592"","""",""0.03%"""
"06/19/2018,""4.6703"",""4.6696"",""4.6745"",""4.6627"","""",""0.04%"""
"06/18/2018,""4.6685"",""4.6643"",""4.6703"",""4.6521"","""",""0.09%"""
"06/15/2018,""4.6645"",""4.6651"",""4.6734"",""4.6574"","""",""-0.02%"""
"06/14/2018,""4.6655"",""4.6662"",""4.6796"",""4.6576"","""",""-0.01%"""
"06/13/2018,""4.6658"",""4.6612"",""4.6718"",""4.6574"","""",""0.09%"""
"06/12/2018,""4.6617"",""4.6621"",""4.6658"",""4.6528"","""",""-0.01%"""
"06/11/2018,""4.6623"",""4.6576"",""4.6718"",""4.6521"","""",""0.08%"""
"06/08/2018,""4.6586"",""4.6555"",""4.6647"",""4.6538"","""",""0.07%"""
"06/07/2018,""4.6555"",""4.6562"",""4.6623"",""4.6532"","""",""0.00%"""
"06/06/2018,""4.6553"",""4.6501"",""4.6623"",""4.6473"","""",""0.09%"""
"06/05/2018,""4.6509"",""4.6563"",""4.6646"",""4.6476"","""",""-0.13%"""
"06/04/2018,""4.6568"",""4.6629"",""4.6766"",""4.6514"","""",""-0.18%"""
"06/01/2018,""4.6651"",""4.6595"",""4.6697"",""4.6531"","""",""0.09%"""
"05/31/2018,""4.6607"",""4.6520"",""4.6658"",""4.6460"","""",""0.21%"""
"05/30/2018,""4.6511"",""4.6442"",""4.6661"",""4.6361"","""",""0.15%"""
"05/29/2018,""4.6442"",""4.6380"",""4.6509"",""4.6267"","""",""0.12%"""
"05/28/2018,""4.6386"",""4.6281"",""4.6612"",""4.5968"","""",""0.23%"""
"05/25/2018,""4.6281"",""4.6293"",""4.6354"",""4.6231"","""",""-0.03%"""
"05/24/2018,""4.6295"",""4.6257"",""4.6324"",""4.6162"","""",""0.08%"""
"05/23/2018,""4.6258"",""4.6284"",""4.6358"",""4.6212"","""",""-0.04%"""
"05/22/2018,""4.6277"",""4.6249"",""4.6306"",""4.6198"","""",""0.08%"""
"05/21/2018,""4.6241"",""4.6292"",""4.6367"",""4.6181"","""",""-0.25%"""
"05/18/2018,""4.6357"",""4.6358"",""4.6402"",""4.6287"","""",""0.02%"""
"05/17/2018,""4.6348"",""4.6331"",""4.6403"",""4.6268"","""",""0.03%"""
"05/16/2018,""4.6333"",""4.6365"",""4.6392"",""4.6295"","""",""-0.07%"""
"05/15/2018,""4.6365"",""4.6240"",""4.6400"",""4.6205"","""",""0.24%"""
"05/14/2018,""4.6255"",""4.6368"",""4.6450"",""4.6196"","""",""-0.23%"""
"05/11/2018,""4.6361"",""4.6377"",""4.6460"",""4.6314"","""",""-0.04%"""
"05/10/2018,""4.6380"",""4.6460"",""4.6485"",""4.6348"","""",""-0.19%"""
"05/09/2018,""4.6470"",""4.6504"",""4.6538"",""4.6415"","""",""-0.10%"""
"05/08/2018,""4.6517"",""4.6561"",""4.6606"",""4.6474"","""",""-0.08%"""
"05/07/2018,""4.6555"",""4.6555"",""4.6625"",""4.6510"","""",""-0.07%"""
"05/04/2018,""4.6589"",""4.6675"",""4.6740"",""4.6517"","""",""-0.18%"""
"05/03/2018,""4.6672"",""4.6630"",""4.6717"",""4.6581"","""",""0.08%"""
"05/02/2018,""4.6634"",""4.6707"",""4.6742"",""4.6563"","""",""-0.17%"""
"05/01/2018,""4.6712"",""4.6590"",""4.6742"",""4.6582"","""",""0.23%"""
"04/30/2018,""4.6604"",""4.6594"",""4.6654"",""4.6558"","""",""-0.02%"""
"04/27/2018,""4.6615"",""4.6599"",""4.6685"",""4.6559"","""",""0.06%"""
"04/26/2018,""4.6586"",""4.6458"",""4.6641"",""4.6430"","""",""0.26%"""
"04/25/2018,""4.6466"",""4.6528"",""4.6570"",""4.6376"","""",""-0.14%"""
"04/24/2018,""4.6529"",""4.6585"",""4.6601"",""4.6497"","""",""-0.12%"""
"04/23/2018,""4.6585"",""4.6588"",""4.6615"",""4.6504"","""",""0.01%"""
"04/20/2018,""4.6582"",""4.6582"",""4.6639"",""4.6509"","""",""0.00%"""
"04/19/2018,""4.6580"",""4.6525"",""4.6626"",""4.6505"","""",""0.10%"""
"04/18/2018,""4.6532"",""4.6438"",""4.6566"",""4.6414"","""",""0.18%"""
"04/17/2018,""4.6448"",""4.6418"",""4.6532"",""4.6346"","""",""0.06%"""
"04/16/2018,""4.6422"",""4.6598"",""4.6644"",""4.6379"","""",""-0.39%"""
"04/13/2018,""4.6605"",""4.6627"",""4.6649"",""4.6454"","""",""-0.02%"""
"04/12/2018,""4.6612"",""4.6630"",""4.6660"",""4.6579"","""",""-0.03%"""
"04/11/2018,""4.6624"",""4.6562"",""4.6663"",""4.6512"","""",""0.13%"""
"04/10/2018,""4.6563"",""4.6632"",""4.6703"",""4.6466"","""",""-0.15%"""
"04/09/2018,""4.6631"",""4.6611"",""4.6806"",""4.6562"","""",""0.00%"""
"04/06/2018,""4.6633"",""4.6625"",""4.6719"",""4.6596"","""",""0.02%"""
"04/05/2018,""4.6625"",""4.6647"",""4.6677"",""4.6587"","""",""0.00%"""
"04/04/2018,""4.6627"",""4.6598"",""4.6804"",""4.6553"","""",""0.06%"""
"04/03/2018,""4.6601"",""4.6608"",""4.6646"",""4.6551"","""",""-0.01%"""
"04/02/2018,""4.6607"",""4.6535"",""4.6639"",""4.6506"","""",""0.15%"""
"03/30/2018,""4.6535"",""4.6598"",""4.6634"",""4.6505"","""",""-0.12%"""
"03/29/2018,""4.6591"",""4.6530"",""4.6641"",""4.6484"","""",""0.12%"""
"03/28/2018,""4.6536"",""4.6537"",""4.6598"",""4.6485"","""",""0.01%"""
"03/27/2018,""4.6530"",""4.6525"",""4.6581"",""4.6469"","""",""0.00%"""
"03/26/2018,""4.6528"",""4.6621"",""4.6666"",""4.6497"","""",""-0.21%"""
"03/23/2018,""4.6626"",""4.6667"",""4.6703"",""4.6586"","""",""-0.12%"""
"03/22/2018,""4.6681"",""4.6672"",""4.6711"",""4.6624"","""",""0.00%"""
"03/21/2018,""4.6681"",""4.6660"",""4.6834"",""4.6534"","""",""0.05%"""
"03/20/2018,""4.6660"",""4.6655"",""4.6713"",""4.6631"","""",""0.00%"""
"03/19/2018,""4.6662"",""4.6677"",""4.6764"",""4.6639"","""",""-0.08%"""
"03/16/2018,""4.6700"",""4.6670"",""4.6722"",""4.6623"","""",""0.08%"""
"03/15/2018,""4.6665"",""4.6613"",""4.6696"",""4.6588"","""",""0.10%"""
"03/14/2018,""4.6617"",""4.6684"",""4.6743"",""4.6593"","""",""-0.14%"""
"03/13/2018,""4.6684"",""4.6612"",""4.6829"",""4.6582"","""",""0.16%"""
"03/12/2018,""4.6611"",""4.6603"",""4.6654"",""4.6540"","""",""0.06%"""
"03/09/2018,""4.6583"",""4.6562"",""4.6624"",""4.6500"","""",""0.03%"""
"03/08/2018,""4.6569"",""4.6224"",""4.6664"",""4.6212"","""",""0.76%"""
"03/07/2018,""4.6216"",""4.6610"",""4.6673"",""4.6214"","""",""-0.85%"""
"03/06/2018,""4.6611"",""4.6557"",""4.6662"",""4.6535"","""",""0.11%"""
"03/05/2018,""4.6560"",""4.6594"",""4.6752"",""4.6525"","""",""-0.07%"""
"03/02/2018,""4.6594"",""4.6590"",""4.6653"",""4.6564"","""",""0.02%"""
"03/01/2018,""4.6584"",""4.6567"",""4.6638"",""4.6539"","""",""0.04%"""
"02/28/2018,""4.6565"",""4.6627"",""4.6682"",""4.6539"","""",""-0.14%"""
"02/27/2018,""4.6629"",""4.6585"",""4.6663"",""4.6430"","""",""0.10%"""
"02/26/2018,""4.6582"",""4.6543"",""4.6662"",""4.6482"","""",""0.12%"""
"02/23/2018,""4.6524"",""4.6547"",""4.6608"",""4.6476"","""",""-0.07%"""
"02/22/2018,""4.6557"",""4.6600"",""4.6647"",""4.6487"","""",""-0.09%"""
"02/21/2018,""4.6599"",""4.6608"",""4.6652"",""4.6556"","""",""-0.01%"""
"02/20/2018,""4.6605"",""4.6616"",""4.6664"",""4.6580"","""",""-0.02%"""
"02/19/2018,""4.6615"",""4.6616"",""4.6683"",""4.6568"","""",""0.02%"""
"02/16/2018,""4.6604"",""4.6631"",""4.6673"",""4.6578"","""",""-0.06%"""
"02/15/2018,""4.6633"",""4.6601"",""4.6661"",""4.6541"","""",""0.06%"""
"02/14/2018,""4.6605"",""4.6604"",""4.6674"",""4.6474"","""",""0.00%"""
"02/13/2018,""4.6604"",""4.6558"",""4.6639"",""4.6513"","""",""0.11%"""
"02/12/2018,""4.6553"",""4.6643"",""4.6810"",""4.6495"","""",""-0.05%"""
"02/09/2018,""4.6575"",""4.6535"",""4.6622"",""4.6435"","""",""0.07%"""
"02/08/2018,""4.6542"",""4.6555"",""4.6623"",""4.6496"","""",""-0.05%"""
"02/07/2018,""4.6563"",""4.6521"",""4.6600"",""4.6475"","""",""0.11%"""
"02/06/2018,""4.6512"",""4.6381"",""4.6542"",""4.6332"","""",""0.28%"""
"02/05/2018,""4.6384"",""4.6431"",""4.6492"",""4.6283"","""",""-0.15%"""
"02/02/2018,""4.6456"",""4.6537"",""4.6565"",""4.6399"","""",""-0.17%"""
"02/01/2018,""4.6535"",""4.6554"",""4.6589"",""4.6484"","""",""0.01%"""
"01/31/2018,""4.6532"",""4.6524"",""4.6626"",""4.6472"","""",""0.02%"""
"01/30/2018,""4.6521"",""4.6547"",""4.6589"",""4.6455"","""",""-0.05%"""
"01/29/2018,""4.6546"",""4.6668"",""4.6678"",""4.6482"","""",""-0.21%"""
"01/26/2018,""4.6646"",""4.6743"",""4.6791"",""4.6589"","""",""-0.22%"""
"01/25/2018,""4.6751"",""4.6652"",""4.6804"",""4.6583"","""",""0.21%"""
"01/24/2018,""4.6651"",""4.6672"",""4.6725"",""4.6602"","""",""-0.05%"""
"01/23/2018,""4.6673"",""4.6672"",""4.6746"",""4.6634"","""",""0.01%"""
"01/22/2018,""4.6670"",""4.6777"",""4.6808"",""4.6585"","""",""0.12%"""
"01/19/2018,""4.6613"",""4.6528"",""4.6650"",""4.6498"","""",""0.17%"""
"01/18/2018,""4.6535"",""4.6466"",""4.6574"",""4.6436"","""",""0.12%"""
"01/17/2018,""4.6481"",""4.6560"",""4.6658"",""4.6441"","""",""-0.18%"""
"01/16/2018,""4.6563"",""4.6382"",""4.6661"",""4.6365"","""",""0.39%"""
"01/15/2018,""4.6381"",""4.6372"",""4.6521"",""4.6239"","""",""0.12%"""
"01/12/2018,""4.6326"",""4.6429"",""4.6482"",""4.6283"","""",""-0.18%"""
"01/11/2018,""4.6411"",""4.6369"",""4.6479"",""4.6334"","""",""0.03%"""
"01/10/2018,""4.6395"",""4.6472"",""4.6503"",""4.6353"","""",""-0.16%"""
"01/09/2018,""4.6468"",""4.6498"",""4.6619"",""4.6422"","""",""-0.07%"""
"01/08/2018,""4.6502"",""4.6311"",""4.6587"",""4.6085"","""",""0.40%"""
"01/05/2018,""4.6315"",""4.6323"",""4.6447"",""4.6297"","""",""-0.02%"""
"01/04/2018,""4.6325"",""4.6227"",""4.6353"",""4.6184"","""",""0.20%"""
"01/03/2018,""4.6234"",""4.6396"",""4.6573"",""4.6143"","""",""-0.36%"""
"01/02/2018,""4.6400"",""4.6692"",""4.6967"",""4.6380"","""",""-0.62%"""
"01/01/2018,""4.6688"",""4.6661"",""4.6704"",""4.6630"","""",""0.10%"""
"12/29/2017,""4.6642"",""4.6559"",""4.6706"",""4.6533"","""",""0.20%"""
"12/28/2017,""4.6551"",""4.6485"",""4.6578"",""4.6457"","""",""0.13%"""
"12/27/2017,""4.6490"",""4.6393"",""4.6560"",""4.6353"","""",""0.21%"""
"12/26/2017,""4.6393"",""4.6428"",""4.6471"",""4.6342"","""",""-0.09%"""
"12/25/2017,""4.6434"",""4.6348"",""4.6485"",""4.6329"","""",""0.09%"""
"12/22/2017,""4.6393"",""4.6351"",""4.6453"",""4.6268"","""",""0.11%"""
"12/21/2017,""4.6341"",""4.6239"",""4.6391"",""4.6227"","""",""0.20%"""
"12/20/2017,""4.6249"",""4.6182"",""4.6339"",""4.6164"","""",""0.13%"""
"12/19/2017,""4.6189"",""4.6151"",""4.6249"",""4.6142"","""",""0.09%"""
"12/18/2017,""4.6148"",""4.6282"",""4.6353"",""4.6126"","""",""-0.30%"""
"12/15/2017,""4.6285"",""4.6318"",""4.6376"",""4.6262"","""",""-0.06%"""
"12/14/2017,""4.6315"",""4.6307"",""4.6376"",""4.6274"","""",""-0.03%"""
"12/13/2017,""4.6329"",""4.6281"",""4.6416"",""4.6259"","""",""0.08%"""
"12/12/2017,""4.6290"",""4.6333"",""4.6413"",""4.6269"","""",""-0.07%"""
"12/11/2017,""4.6323"",""4.6323"",""4.6410"",""4.6291"","""",""0.00%"""
"12/08/2017,""4.6323"",""4.6321"",""4.6417"",""4.6269"","""",""0.02%"""
"12/07/2017,""4.6315"",""4.6314"",""4.6401"",""4.6276"","""",""0.00%"""
"12/06/2017,""4.6314"",""4.6288"",""4.6365"",""4.6255"","""",""0.06%"""
"12/05/2017,""4.6284"",""4.6329"",""4.6391"",""4.6274"","""",""-0.07%"""
"12/04/2017,""4.6318"",""4.6272"",""4.6444"",""4.6151"","""",""0.02%"""
"12/01/2017,""4.6307"",""4.6434"",""4.6561"",""4.6277"","""",""-0.27%"""
"11/30/2017,""4.6433"",""4.6444"",""4.6498"",""4.6342"","""",""-0.02%"""
"11/29/2017,""4.6444"",""4.6403"",""4.6486"",""4.6357"","""",""0.06%"""
"11/28/2017,""4.6418"",""4.6391"",""4.6487"",""4.6368"","""",""0.04%"""
"11/27/2017,""4.6400"",""4.6403"",""4.6479"",""4.6322"","""",""0.01%"""
"11/24/2017,""4.6394"",""4.6525"",""4.6570"",""4.6376"","""",""-0.28%"""
"11/23/2017,""4.6525"",""4.6502"",""4.6586"",""4.6471"","""",""0.04%"""
"11/22/2017,""4.6505"",""4.6476"",""4.6559"",""4.6448"","""",""0.12%"""
"11/21/2017,""4.6448"",""4.6475"",""4.6616"",""4.6433"","""",""-0.06%"""
"11/20/2017,""4.6474"",""4.6343"",""4.6537"",""4.6072"","""",""0.23%"""
"11/17/2017,""4.6368"",""4.6385"",""4.6490"",""4.6338"","""",""-0.03%"""
"11/16/2017,""4.6382"",""4.6379"",""4.6439"",""4.6327"","""",""0.00%"""
"11/15/2017,""4.6380"",""4.6436"",""4.6480"",""4.6243"","""",""-0.12%"""
